Title	Link	Abstract	Author Keywords	Index Keywords
dns/dane collision-based distributed and dynamic authentication for microservices in iot	 	iot devices provide real-time data to a rich ecosystem of services and applications. the volume of data and the involved subscribe/notify signaling will likely become a challenge also for access and core networks. to alleviate the core of the network, other technologies like fog computing can be used. on the security side, designers of iot low-cost devices and applications often reuse old versions of development frameworks and software components that contain vulnerabilities. many server applications today are designed using microservice architectures where components are easier to update. thus, iot can benefit from deploying microservices in the fog as it offers the required flexibility for the main players of ubiquitous computing: nomadic users. in such deployments, iot devices need the dynamic instantiation of microservices. iot microservices require certificates so they can be accessed securely. thus, every microservice instance may require a newly-created domain name and a certificate. the dns-based authentication of named entities (dane) extension to domain name system security extensions (dnssec) allows linking a certificate to a given domain name. thus, the combination of dnssec and dane provides microservices’ clients with secure information regarding the domain name, ip address, and server certificate of a given microservice. however, iot microservices may be short-lived since devices can move from one local fog to another, forcing dnssec servers to sign zones whenever new changes occur. considering dnssec and dane were designed to cope with static services, coping with iot dynamic microservice instantiation can throttle the scalability in the fog. to overcome this limitation, this article proposes a solution that modifies the dnssec/dane signature mechanism using chameleon signatures and defining a new soft delegation scheme. chameleon signatures are signatures computed over a chameleon hash, which have a property: a secret trapdoor function can be used to compute collisions to the hash. since the hash is maintained, the signature does not have to be computed again. in the soft delegation schema, dns servers obtain a trapdoor that allows performing changes in a constrained zone without affecting normal dns operation. in this way, a server can receive this soft delegation and modify the dns zone to cope with frequent changes such as microservice dynamic instantiation. changes in the soft delegated zone are much faster and do not require the intervention of the dns primary servers of the zone. © 2019 by the authors. licensee mdpi, basel, switzerland.	chameleon signatures; dane; dnssec; iot; microservices	application programs; authentication; computer software reusability; fog; fog computing; internet protocols; intrusion detection; network security; ubiquitous computing; chameleon signatures; dane; development frameworks; dnssec; microservices; server applications; services and applications; software component; internet of things; article; ecosystem; human; signal transduction; software
intrusion detection for iot devices based on rf fingerprinting using deep learning	 	internet of things (iot) and 4g/5g wireless networks have added huge number of devices and new services, where commercial-of-the-shelf (cots) iot devices have been deployed extensively. to ensure secure operations of these systems with wireless transmission capabilities, radio frequency (rf) surveillance is important to monitor their activities in rf spectrum and detect unauthorized iot devices. specifically, in order to prevent an adversary from impersonating legitimate users using identical devices from the same manufacturer, unique 'signatures' must be obtained for every individual device in order to uniquely identify each device. in this study, a novel intrusion detection method is proposed to detect unauthorized iot devices using deep learning. the proposed method is based on rf fingerprinting since physical layer based features are device specific and more difficult to impersonate. rf traces are collected from six 'identical' zigbee devices via a usrp based test bed. the traces span a range of signal-to-noise ratio, to ensure robustness of the model. a convolutional neural network is used to extract features from the rf traces, and dimension reduction and de-correlation are performed on the extracted features. the reduced features are then clustered to identify iot devices. we show that the proposed method is able to identify devices that are not observed during training. the results not only highlight the benefit of deep learning based feature extraction, but also show promising prospects for being able to distinguish new devices (classes) that are not observed during training. © 2019 ieee.	deep learning; internet of things; rf fingerprinting; zigbee	deep learning; edge computing; intrusion detection; network layers; network security; neural networks; radio transmission; signal to noise ratio; zigbee; commercial of the shelves; convolutional neural network; dimension reduction; internet of things (iot); intrusion detection method; learning-based feature extractions; rf fingerprinting; wireless transmissions; internet of things
investigating characteristics of attacks on public cloud systems	 	in this work, honeypots were set up on several public cloud infrastructures of amazon, microsoft and google located in different regions around the world, including north america, asia and europe. the honeypots, simulating different popular services like ssh and vnc, were used to collect data over a period of two month, resulting in over 170 million log entries. further analysis of the log entries regarding attack patterns and geographic characteristics are presented in this paper. for example, the attacks originated from 216 countries involving 268,614 unique ips, dominated by china with a share of 25.83% © 2019 ieee.	attack; cloud computing; honeypot; intrusion detection; public cloud; security	cloud computing; edge computing; network security; attack; attack patterns; geographic characteristics; honeypots; microsoft; public clouds; security; intrusion detection
low-rate dos attack detection using psd based entropy and machine learning	 	the distributed denial of service attack is one of the most common attacks and it is hard to mitigate, however, it has become more difficult while dealing with the low-rate dos (ldos) attacks. the ldos exploits the vulnerability of tcp congestion-control mechanism by sending malicious traffic at the low constant rate and influence the victim machine. recently, machine learning approaches are applied to detect the complex ddos attacks and improve the efficiency and robustness of the intrusion detection system. in this research, the algorithm is designed to balance the detection rate and its efficiency. the detection algorithm combines the power spectral density (psd) entropy function and support vector machine to detect ldos traffic from normal traffic. in our solution, the detection rate and efficiency are adjustable based on the parameter in the decision algorithm. to have high efficiency, the detection method will always detect the attacks by calculating psd-entropy first and compare it with the two adaptive thresholds. the thresholds can efficiently filter nearly 19% of the samples with a high detection rate. to minimize the computational cost and look only for the patterns that are most relevant for detection, support vector machine based machine learning model is applied to learn the traffic pattern and select appropriate features for detection algorithm. the experimental results show that the proposed approach can detect 99.19% of the ldos attacks and has an o (n log n) time complexity in the best case. © 2019 ieee.	ddos; entropy; low-rate ddos; machine learning; psd; svm	edge computing; efficiency; entropy; intrusion detection; learning systems; machine learning; network security; pattern recognition systems; power spectral density; signal detection; spectral density; support vector machines; traffic congestion; ddos; distributed denial of service attack; intrusion detection systems; low rates; machine learning approaches; machine learning models; power spectral densities (psd); tcp congestion control mechanisms; denial-of-service attack
vproval: introspection based process validation for detecting malware in kvm-based cloud environment	 	in the modern era of computing, cloud security is of paramount importance. most of the research mainly focused on in-virtual machine (vm) security techniques for detecting malware affecting virtual domains running in the cloud. in-vm security techniques are deployed inside the vm and hence they are very much prone to subversion attacks. in this paper, an-vm monitoring approach based on introspection, called vproval, is proposed. the vproval is designed to detect the hidden processes and rootkits that disable the security tool, running in the monitored vm in kernel vm (kvm)-based cloud environment. it performs the malware detection from outside the vm at the kvm-layer and hence more robust to attacks. the introspection technique used is to extract the low-level details of a running vm from hypervisor by viewing its memory, trapping on hardware events, and accessing the vcpu registers. a preliminary analysis has been performed and the approach is found to be promising. © 2019 ieee.	cloud computing; cloud security; introspection; intrusion detection; machine learning	cloud computing; edge computing; intrusion detection; learning systems; malware; virtual reality; cloud environments; cloud securities; introspection; malware detection; monitoring approach; preliminary analysis; process validation; security tools; virtual machine
scalable poisoning against regression-type edge computing applications via an approximate optimization strategy	 	as the machine learning technology is being widely used in next-generation networks aided by edge computing, its security is of great concern for network maintenance and management. on the other hand, intelligent data processing techniques for enhancing the performance of next-generation networks are mainly used to reinforce resource management, control and optimization. therefore, compared to learning a classifier for other application scenarios (e.g., pattern recognition, network intrusion detection, image identification, etc.), learning a good regressor via machine learning is more valuable for edge computing applications in next-generation networks. hence, we revisit the security of polynomial regression learning in this paper and propose a scalable poisoning method against regression-type edge computing applications via an approximate optimization strategy. specifically, we first analyze the existing gradientbased optimization poisoning method (called optp) against linear regression model. then, we extend the method and give a formal description of poisoning against polynomial regression with order greater than one. after that, we propose a greedy optimization strategy to obtain good adversarial examples for compromising polynomial regression-type applications. finally, we demonstrate the superior performance of the proposed poisoning method by applying it to attack against two synthetic data sets and three public data sets from three different application scenarios. © 2019 ieee.		edge computing; information management; intrusion detection; logistic regression; machine learning; next generation networks; pattern recognition; polynomials; approximate optimization; computing applications; control and optimization; gradient-based optimization; intelligent data processing; linear regression models; machine learning technology; network intrusion detection; polynomial regression
detection of intruders in iot networks using interloper software based on authentication	 	present day, we are using different types of iot devices say both wired and wireless. in this paper we mainly concentrate on wireless devices which will be connected in a network, we call it internet. this phenomenon is nothing but internet of things. there are vulnerabilities for networks and the devices which can be compromised by using attacks. these vulnerabilities has raised the importance for the data protection. this situation is to be dealt with intrusion detection system. so we need an ids to check for the authentication and maintaining security of the data. ids acts as a bridge between the iot devices and internet. this ids comprises of a device along with a software to check for authentication. final goal of this paper is to achieve a secured iot network. identification and authentication play an important role in this process. © beiesp.	and iot protocols; arp spoofing; dns; fog computing; iot; iot attacks; mitm attack	
hmm-based secure framework for optical fog devices in the optical fog/cloud network	 	in the present optical fog/cloud computing environment, optical line terminals and optical network units are used as the most promising optical fog devices (ofds). the inherent characteristics of fog computing provide certain granted privileges to the attacker to hack devices and make them malicious. also, existing security solutions generate false alarms that affect the performance of the underlying network. in this paper, a secure framework is proposed that not only predicts the malicious ofds but also reduces false alarms. hidden markov model and intrusion detection system are used to detect the malicious one by computing the probability of shifting (pos) and then shift it to the virtual honeypot which is kept hidden by deploying it at the optical fog layer. in addition, it also reduces the generation of false alarm and logs all malicious activities for further analysis. in the experiment section, python is used to validate the proposed framework. further, hmm is simulated and tested in the matlab to reduce the false alarm rate. results show that the proposed framework effectively reduces the false alarms and detects the malicious one and then shifts it onto the virtual honeypot efficiently. © 2019 walter de gruyter gmbh, berlin/boston 2019.	fog computing; intrusion detection system; markov model; optical network virtualization; passive optical network; virtual honeypot	alarm systems; computer crime; errors; fog; fog computing; hidden markov models; intrusion detection; matlab; passive networks; passive optical networks; computing environments; honeypots; inherent characteristics; intrusion detection systems; markov model; network virtualization; optical line terminals; optical network units; network security
fog-cloud distributed intrusion detection and cooperation	 	cloud computing is becoming a promoted technology. over the recent years, it has rapidly grown and its adoption is more and more increasing. many enterprizes and organizations have immigrated their data to the cloud. however, the security of this technology is considered a serious barrier to guarantee the organizations' trust on it. therefore, intrusion detection has been set as the best solution to secure the cloud platform. thus, many research studies have been developed for the aim to create an effective and performing intrusion detection system suitable for the cloud environment. in this paper, we propose a new approach for cloud environment–based multilevel cooperation in terms of intrusion detection. it is based on the cooperation and the correlation between fog nodes at the beginning and then between fog and cloud technology. we also evaluate the performance and the efficiency of this proposed prototype in terms of detection rates and detection response to make real-time detection in the whole cloud platform. the results show that the proposed architecture introduces low false positive rate compared to the existing hybrid intrusion detection approach in cloud computing (hidcc) framework. © 2019 john wiley & sons, ltd.		cloud computing; fog; cloud technologies; distributed intrusion detection; false positive rates; hybrid intrusion detection; intrusion detection systems; multi-level cooperations; proposed architectures; real-time detection; intrusion detection
intrusion detection in wireless sensor networks by an ensemble of artificial neural networks	 	wireless sensor and actuator networks are essential components of modern technologies and infrastructures for smart homes and cities, intelligent transportation systems, advanced manufacturing, internet of things and, for example, fog and edge computing. cybersecurity of such massively distributed systems is becoming a major issue, and advanced methods to improve their safety and reliability are needed. intrusion detection systems automatically identifymalicious network traffic, uncover cybernetic attacks and notify network users and operators. in this work, a novel strategy for intrusion detection in wireless sensor networks based on accurate neural models of specific attacks learned from network traffic data is proposed and evaluated. © springer nature singapore pte ltd. 2020.		automation; computer crime; intelligent buildings; intelligent systems; intrusion detection; neural networks; advanced manufacturing; cybernetic attacks; distributed systems; intelligent transportation systems; intrusion detection systems; modern technologies; novel strategies; wireless sensor and actuator networks; wireless sensor networks
a lightweight ddos attack mitigation system within the isp domain utilising self-organizing map	 	disruption precipitated by distributed denial of service (ddos) attacks has escalated drastically in recent years. this is due to the deployment of faster network access technologies, innovative network reliant applications and leading edge devices like smart phones, tablets and internet of things (iot). applications running on these devices are increasing the dependency of high speed network services. nonetheless, the main objective of ddos attacks are to deprive legitimate users of network services by exhausting a victim’s bandwidth or hardware resources. most current approaches offer centralized detection and mitigation. however, few proposals focus on deploying ddos defense and mitigation systems within the isp’s domain, which has the potential to provide scalable and distributed solutions for these attacks. this paper presents a lightweight ddos attack mitigation system utilising self-organizing map algorithm to classify near real time netflow data collected by the isp. © springer nature switzerland ag 2019.	artificial neural network; ddos attack; intrusion detection; machine learning; security; som	conformal mapping; hierarchical systems; high speed networks; internet of things; internet service providers; intrusion detection; learning systems; network security; neural networks; self organizing maps; smartphones; centralized detections; ddos attack; ddos attack mitigations; distributed denial of service attack; distributed solutions; internet of things (iot); security; self organizing map algorithm; denial-of-service attack
passive real-time asset inventory tracking and security monitoring of grid-edge devices	 	among the many cybersecurity challenges associated with protecting the critical infrastructure power grid, two of the most challenging are maintaining an accurate asset inventory list and performing security monitoring of devices at the grid's edge. not only are these capabilities fundamental to avoid regulatory fines upward of a million a day, they also help ensure the overall security, safety, and reliability of the grid. often thought of as mutually exclusive, this paper shows that through advanced passive security monitoring, asset owners can maintain, in real-time, an accurate and up-to-date asset inventory list while also protecting the grid's edge from cyber threats. by stepping through the different use-cases for passive network security monitoring, the paper demonstrates how asset owners can reach a higher return on their investment in such a way that is technically, economically, and operationally feasible. © 2018 ieee.	asset inventory; cybersecurity; intrusion detection; network anomaly detection; network security monitoring	electric power transmission networks; intrusion detection; investments; asset inventory; asset owners; cyber security; cyber threats; inventory tracking; network anomaly detection; power grids; security monitoring; network security
a novel framework for collaborative intrusion detection for m2m networks	 	the proliferation of sensor devices has introduced exciting possibilities such as the internet of things (iot). machine to machine (m2m) communication underpins efficient interactions within such infrastructures. the resource constraints and ad-hoc nature of these networks have significant implications for security in general and with respect to intrusion detection in particular. consequently, contemporary solutions mandating a stable infrastructure are inadequate to fulfill these defining characteristics of m2m networks. in this paper, we present colide (collaborative intrusion detection engine) a novel framework for effective intrusion detection in the m2m networks without incurring high energy and communication cost on the participating host and edge nodes. the framework is envisioned to address challenges such as flexibility, resource constraints, and the collaborative nature of the m2m networks. the paper presents a detailed system description along with its formal and empirical evaluation using contiki os. our evaluation for different communication scenarios demonstrates that the proposed approach has limited overhead in terms of energy utilization and memory consumption. © 2018 ieee.		data communication systems; energy utilization; flow measurement; internet of things; intrusion detection; communication cost; efficient interaction; empirical evaluations; internet of thing (iot); machine to machine (m2m); memory consumption; resource constraint; system description; machine-to-machine communication
a cloud/edge computing streaming system for network traffic monitoring and threat detection	 	abstract: the unyielding trend of increasing cyber threats has made cyber security paramount in protecting personal and private intellectual property. to provide a highly secured network environment, network threat detection systems must handle real-time big data from varied places in enterprise networks. in this paper, we introduce a streaming-based threat detection system that can rapidly analyse highly intensive network traffic data in real-time, utilising streaming-based clustering algorithms to detect abnormal network activities. the developed system integrates the high-performance data analysis capabilities of flume, spark and hadoop into a cloud-computing environment to provide network monitoring and intrusion detection. our performance evaluation validates that the developed system can cope with a significant volume of streaming data in a high detection accuracy and good system performance. we further extend our system for edge computing and discuss some key challenges, as well as some potential solutions, aiming to improve the scalability of our system. copyright © 2018 inderscience enterprises ltd.	big network data analysis; cloud computing; edge computing; network traffic monitoring; streaming analysis; threat detection	cloud computing; clustering algorithms; edge computing; information analysis; intrusion detection; real time systems; analysis capabilities; cloud computing environments; enterprise networks; network data; network environments; network traffic monitoring; threat detection; threat detection system; computer networks
fog-assisted sdn controlled framework for enduring anomaly detection in an iot network	 	extensive adoption of intelligent devices with ubiquitous connectivity has increased internet of things (iot) traffic tremendously. the smart devices promise to improve human life through improved safety and security through the implementation of intelligent transportation systems, optimization of power grids, and applications in human health. devices produce a large amount of data for analytic applications running inside a cloud infrastructure. unlike core networks, the main objective of an attack on an iot network is to disrupt the availability of iot data for the applications by overwhelming devices with information requests. detection of such an attack cannot be done either in the cloud where the analytical application runs nor on the iot device itself due to its limited computational resources. furthermore, the standard networking paradigm does not provide an easy way to instrument and control networking nodes, for an effective mitigation of identified threats. in this paper, we propose a fog-assisted software defined networking (sdn) driven intrusion detection/prevention system (idps) for iot networks. a collocated fog computational arrangement with iot network equips proposed idps for timely identification of various attack models in near real time for effective neutralization of threats using sdn control. we have found our approach more effective from traditional techniques of intrusion detection in the iot network. © 2013 ieee.	anomaly; fog; intrusion detection; iot; machine learning; network security; sdn	computer crime; edge detection; electric power transmission networks; entropy; feature extraction; fog; fog computing; intelligent systems; intrusion detection; learning systems; network security; analytical applications; anomaly; computational resources; image edge detection; intelligent transportation systems; internet of things (iot); intrusion detection/prevention systems; software defined networking (sdn); internet of things
securing cloud by mitigating insider data theft attacks with decoy technology using hadoop	 	cloud computing has been intrinsically changing the way we utilize computers to keep and retrieve our personal & business data. with the advent of this emerging paradigm of computing, it arises the new security challenges. existent cryptographic data security techniques i.e., encryption deteriorated in preventing data theft attacks once the key is compromised, especially those perpetrated by insiders. cloud security alliance reckoned this threat as a significant danger of cloud computing. although the majority of cloud users are very much known of this risk, they are leftover with the only choice of trusting the cloud service provider, regards to their data protection. in this paper, we propose an alternate way to secure data on the cloud which is more efficient and secure by the concoction of user profile mapping using hadoop framework and offensive decoy technology. © 2018 authors.	big data processing; cluster computing; data access; data security; decoy; fog computing; hadoop; intrusion detection; machine learning; malicious insider; multi-clouds; naïve bayes; user profiling	
leveraging lstm networks for attack detection in fog-to-things communications	 	the evolution and sophistication of cyber-attacks need resilient and evolving cybersecurity schemes. as an emerging technology, the internet of things (iot) inherits cyber-attacks and threats from the it environment despite the existence of a layered defensive security mechanism. the extension of the digital world to the physical environment of iot brings unseen attacks that require a novel lightweight and distributed attack detection mechanism due to their architecture and resource constraints. architecturally, fog nodes can be leveraged to offload security functions from iot and the cloud to mitigate the resource limitation issues of iot and scalability bottlenecks of the cloud. classical machine learning algorithms have been extensively used for intrusion detection, although scalability, feature engineering efforts, and accuracy have hindered their penetration into the security market. these shortcomings could be mitigated using the deep learning approach as it has been successful in big data fields. apart from eliminating the need to craft features manually, deep learning is resilient against morphing attacks with high detection accuracy. this article proposes an lstm network for distributed cyber-attack detection in fog-to-things communication. we identify and analyze critical attacks and threats targeting iot devices, especially attacks exploiting vulnerabilities of wireless communications. the conducted experiments on two scenarios demonstrate the effectiveness and efficiency of deeper models over traditional machine learning models. © 1979-2012 ieee.		big data; computer crime; crime; deep learning; feature extraction; fog; internet of things; intrusion detection; learning algorithms; network security; scalability; wireless telecommunication systems; distributed attack detection; effectiveness and efficiencies; emerging technologies; feature engineerings; internet of thing (iot); machine learning models; physical environments; wireless communications; long short-term memory
2017 1st cyber security in networking conference, csnet 2017	 	the proceedings contain 26 papers. the topics discussed include: dynsmaug: a dynamic security management framework driven by situations; side-channels beyond the cloud edge: new isolation threats and solutions; a ranking based privilege model for privacy in location based services; botgm: unsupervised graph mining to detect botnets in traffic flows; bitcoin transaction: from the creation to validation, a protocol overview; a fake timing attack against behavioural tests used in embedded iot m2m communications; a cooperative approach for a global intrusion detection system for internet service providers; an approach for secure edge computing in the internet of things; bothook: an option against cyberpedophilia; magic always comes with a price: utility versus security for bank cards; widip: wireless distributed ips for ddos attacks; describing advanced persistent threats using a multi-agent system approach; secure and resilient scheme for data protection in unattended wireless sensor networks; collecting and characterizing a real broadband access network traffic dataset; a lightweight iot security protocol; and a cooperation-aware virtual network function for proactive detection of distributed port scanning.		
intrusion detection systems (ids) & future challenges in cloud based environment	 	cloud computing is an attention grabbing service model as a result of it reduces investment as its prices are in guide corresponding to use and request. due to economic and technical edges it offers, cloud computing has recently obtained major acceptance. however, as a result of the conveyed nature of distributed computing situations, its significant asset total, wide client get to, conservative and customized sharing of assets change gatecrashers to utilize cloud for his or her benefit. crucial applications are getting additional associated with the web for cost-effectiveness and quantifiable causes; however this leaves them receptive attack. most systems these days don't seem to be designed in contact up subtle attacks; an attacker who is ready to compromise one machine usually gains the facility to require down the complete system. to fight intruders, variety of security solution for cloud situations executes intrusion detection systems (ids). be that as it may, most ids arrangements are wrong for cloud conditions, because of numerous issues. during this paper, intrusion detection systems (ids) and also the varied associated difficulties of threats is given which supplies direction for future researchers in terms of ids for cloud computing setting. © 2017 ieee.	anomaly detection; attacks; attacks; big data; cloud computing security; data security; insider attacks; intrusion detection; malicious insider	big data; cloud computing; computer crime; cost effectiveness; distributed computer systems; edge computing; information management; intelligent systems; mercury (metal); network security; security of data; anomaly detection; attacks; cloud computing securities; insider attack; malicious insiders; intrusion detection
fog computing: security issues, solutions and robust practices	 	fog computing (fc) has extended the services of cloud computing to the edge of the network. it inherits some of the characteristics from cloud computing but fc also have some distinguished features such as geo-distribution, location awareness and low latency. along with the inherited characteristics, it also inherits the issues and problems of cloud computing like energy efficiency, resource management and security issues. this paper presents the critical analysis of the fog architecture with respect to security. the state of the art work done since 2012 is critical analyzed on the bases of security techniques and security threats. we grouped the existing security techniques on the bases of security goals achieved by each. it will provide a clear and comprehensive distinction between the security areas explored and those, which still need researchers' attention. © 2017 chinese automation and computing society in the uk - cacsuk.	authentication; fog computing; intrusion detection; privacy; security; smart grid; vehicular network	authentication; automation; cloud computing; data privacy; distributed computer systems; energy efficiency; fog; green computing; intrusion detection; critical analysis; location awareness; resource management; security; security threats; smart grid; state of the art; vehicular networks; network security
a privacy-preserving framework for collaborative intrusion detection networks through fog computing	 	nowadays, cyber threats (e.g., intrusions) are distributed across various networks with the dispersed networking resources. intrusion detection systems (idss) have already become an essential solution to defend against a large amount of attacks. with the development of cloud computing, a modern ids is able to implement more complicated detection algorithms by offloading the expensive operations such as the process of signature matching to the cloud (i.e., utilizing computing resources from the cloud). however, during the detection process, no party wants to disclose their own data especially sensitive information to others for privacy concerns, even to the cloud side. for this sake, privacy-preserving technology has been applied to idss, while it still lacks of proper solutions for a collaborative intrusion detection network (cidn) due to geographical distribution. a cidn enables a set of dispersed ids nodes to exchange required information. with the advent of fog computing, in this paper, we propose a privacy-preserving framework for collaborative networks based on fog devices. our study shows that the proposed framework can help reduce the workload on cloud’s side. © 2017, springer international publishing ag.	cloud environment; collaborate network; fog computing; intrusion detection; privacy preserving	computers; data privacy; distributed computer systems; fog; geographical distribution; mercury (metal); network function virtualization; network security; cloud environments; collaborative network; computing resource; detection algorithm; intrusion detection systems; privacy preserving; sensitive informations; signature-matching; intrusion detection
"correctional service canada's ""next generation"" command and control systems architecture"	 	"correctional service canada (csc) operates 57 institutions equipped with a range of mission critical security, communications and access management systems. these include cctv assessment, intrusion detection, radio communications and door control systems. user interfaces range from colour graphic touch screens to knobs, push buttons etc. operational and technical challenges include the following issues: - sub-system technology is vendor specific, - reliability is critical in a challenging environment, - system maintenance is expensive, - inconsistent ""look and feel"" resulting in usability issues, - costly to add new systems, multiple, legacy and proprietary protocols & connectivity approaches, legacy installations are cable intensive, - minimal operator or maintenance training crossover, - procurement requirements drive ""silo"" system implementation. the objective is to develop a ""next generation"" systems architecture that will: ""abstract"" the subsystem user management interfaces, ensuring all sub-systems can be managed using a simple, consistent graphical user interface, accessible using a web browser; model the data and behaviour of the edge devices, doors; cameras, sensors, etc. and normalizes it; allowing them to be managed by and provide notifications to standard software based applications; support inter-domain interoperability; use an industry standard communications protocol, likely with extensions, such as bacnet or snmp, for edge device to application server connectivity; use tcp/ip over fibre as the preferred transport, network and physical technologies; integrate legacy sub-systems into the application server using mediation software; define the look and feel of the graphical icons that represent the edge devices and the physical environment in which they are placed, so that each domain is presented in a consistent manner. developing and adopting this architecture will allow correctional service canada to address the challenges of its unique environment and support the definition, procurement and deployment of subsystems more effectively. ©2010 crown."	abstract; best fit; cloud computing; communications protocol; communications protocols; edge device; inter-domain operability; metadata; modeling; normalization; object class; plug and play; proprietary protocol; security sub-system	abstract; best fit; cloud computing; communications protocol; communications protocols; edge device; inter-domain; modeling; normalization; object class; plug and play; proprietary protocols; sub-systems; abstracting; communication; computer architecture; computer software maintenance; control systems; distributed computer systems; graphical user interfaces; internet protocols; intrusion detection; legacy systems; maintainability; mathematical models; metadata; network architecture; network security; personnel training; radio communication; remote control; technology; command and control systems
new approaches to mitigation of malicious traffic in voip networks	 	voice over ip (voip) telephony is becoming widespread in use, and is often integrated into computer networks. because of this, malicious software threatens voip systems in the same way that traditional computer systems have been attacked by viruses, worms, and other automated agents. voip networks are a challenge to secure against such malware as much of the network intelligence is focused on the edge devices and access environment. this paper describes the design and implementation of a novel voip security architecture in which evaluation of, and mitigation against, malicious traffic is demonstrated by the use of virtual machines to emulate vulnerable clients and servers through the use of apparent attack vectors. this new architecture, which is part of an ongoing research project, establishes interaction between the voip backend and the end users, thus providing information about ongoing and unknown attacks to users.	denial of service (dos); event correlation; intrusion detection system (ids); malware; security architecture; session initiation protocol (sip); voice over ip (voip)	denial of service; event correlation; intrusion detection systems; malwares; security architecture; session initiation protocol; voice over ip; computer crime; industrial management; network architecture; security of data; software agents; viruses; voice/data communication systems; internet telephony
neural methods based on modified reputation rules for detection and identification of intrusion attacks in wireless ad hoc sensor networks	 	determining methods to secure the process of data fusion against attacks by compromised nodes in wireless sensor networks (wsns) and to quantify the uncertainty that may exist in the aggregation results is a critical issue in mitigating the effects of intrusion attacks. published research has introduced the concept of the trustworthiness (reputation) of a single sensor node. reputation is evaluated using an information-theoretic concept, the kullback- leibler (kl) distance. reputation is added to the set of security features. in data aggregation, an opinion, a metric of the degree of belief, is generated to represent the uncertainty in the aggregation result. as aggregate information is disseminated along routes to the sink node(s), its corresponding opinion is propagated and regulated by josang's belief model. by applying subjective logic on the opinion to manage trust propagation, the uncertainty inherent in aggregation results can be quantified for use in decision making. the concepts of reputation and opinion are modified to allow their application to a class of dynamic wsns. using reputation as a factor in determining interim aggregate information is equivalent to implementation of a reputation-based security filter at each processing stage of data fusion, thereby improving the intrusion detection and identification results based on unsupervised techniques. in particular, the reputation-based version of the probabilistic neural network (pnn) learns the signature of normal network traffic with the random probability weights normally used in the pnn replaced by the trust-based quantified reputations of sensor data or subsequent aggregation results generated by the sequential implementation of a version of josang's belief model. a two-stage, intrusion detection and identification algorithm is implemented to overcome the problems of large sensor data loads and resource restrictions in wsns. performance of the twostage algorithm is assessed in simulations of wsn scenarios with multiple sensors at edge nodes for known intrusion attacks. simulation results show improved robustness of the two-stage design based on reputation-based nns to intrusion anomalies from compromised nodes and external intrusion attacks. © 2010 copyright spie - the international society for optical engineering.	cross-layer features; intrusion detection and identification; josang's belief model; kullback-leibler (kl) distance; mobile software agents; recurrent neural networks; reputation quantification; unsupervised learning algorithms; wireless ad hoc sensor networks	cross-layer; cross-layer features; kullback-leibler distance; mobile software agents; wireless ad hoc sensor networks; ad hoc networks; computation theory; computer software; data flow analysis; data processing; decision making; distributed computer systems; information fusion; information theory; intrusion detection; learning algorithms; mobile agents; network security; recurrent neural networks; sensor data fusion; sensor networks; sensor nodes; telecommunication equipment; unsupervised learning; wireless sensor networks
securing ims against novel threats	 	fixed mobile convergence (fmc) based on the 3gpp ip multimedia subsystem (ims) is considered one of the most important communication technologies of this decade. yet this all-ip-based network technology brings about the growing danger of security vulnerabilities in communication and data services. protecting ims infrastructure servers against malicious exploits poses a major challenge due to the huge number of systems that may be affected. we approach this problem by proposing an architecture for an autonomous and self-sufficient monitoring and protection system for devices and infrastructure inspired by network intrusion detection techniques. the crucial feature of our system is a signature-less detection of abnormal events and zero-day attacks. these attacks may be hidden in a single message or spread across a sequence of messages. anomalies identified at any of the network domain's ingresses can be further analyzed for discriminative patterns that can be immediately distributed to all edge nodes in the network domain. © 2009 alcatel-lucent.		intrusion detection; communication technologies; fixed mobile convergence; ip multimedia subsystems; ip-based networks; monitoring and protections; network intrusion detection; security vulnerabilities; zero day attack; internet protocols
a resource efficient content inspection system for next generation smart nics	 	the aggregate power consumption of the internet is increasing at an alarming rate, due in part to the rapid increase in the number of connected edge devices such as desktop pcs. despite being left idle 75% of the time, 90% of pcs have their power management features disabled. consequently, much recent research has focused on reducing power consumption of internet edge devices. one such method for reducing pc power consumption is by augmenting the network interface card (nic) with enhanced processing capabilities. these capabilities pave the way for green computing by allowing the pc to transition to a low-power sleep state while the nic responds to network traffic on behalf of the pc - a technique known as power proxying. however, such a smart-nic (snic) requires specialized low-power, resource-constrained processing, and architectural features in order to realize such capabilities. in this paper, we present a nic-based packet content inspection system for power proxying and network intrusion detection. we use a novel partitioned tcam technique that results in 87% energy savings and a 62% lower energy-delay product than existing non-partitioned router-based techniques, thus making our technique highly suitable for snic-based deployment. © 2008 ieee.		architectural features; energy savings; inspection systems; low-power; low-power sleep state; lower energies; network interface cards; network intrusion detections; network traffics; packet contents; power consumption; power managements; processing capabilities; reducing power; resource-constrained; electric power utilization; energy management; inspection equipment; internet; intrusion detection; microcomputers; interfaces (computer)
