Title	Link	Abstract	Author Keywords	Index Keywords
Anomaly behavior analysis for IoT sensors	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018983412&doi=10.1002%2fett.3188&partnerID=40&md5=feba1124289bdba1f772dbd0d49940e1	The Internet of Things (IoT) will not only connect computers and mobile devices but also interconnect smart buildings, homes, and cities, as well as electrical grids, gas, and water networks, automobiles, airplanes, etc. IoT will lead to the development of a wide range of advanced information services that need to be processed in real time and require large storage and computational power. The integration of IoT with fog and cloud computing not only brings the computational requirements but also enables IoT services to be pervasive, cost-effective, and accessible from anywhere and at anytime. In any IoT application, sensors are indispensable to bring the physical world into the digital world that can be implemented by leveraging fog computing. However, IoT sensors will introduce major security challenges as they contribute to a significant increase in the IoT attack surface. In this paper, we present a methodology to develop an intrusion detection system on the basis of anomaly behavior analysis to detect when a sensor has been compromised and used to provide misinformation. Our preliminary experimental results show that our approach can accurately authenticate sensors on the basis of their behavior and can detect known and unknown sensor attacks with high detection rate and low false alarms. Copyright © 2017 John Wiley & Sons, Ltd.		Cost effectiveness; Fog computing; Information services; Intrusion detection; Network security; Advanced information services; Behavior analysis; Computational power; Computational requirements; High detection rate; Internet of thing (IOT); Intrusion Detection Systems; Security challenges; Internet of things
Intrusion detection system based on decision tree over big data in fog environment	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046296824&doi=10.1155%2f2018%2f4680867&partnerID=40&md5=9487c7f452bc925acd5def3bff476994	Fog computing, as the supplement of cloud computing, can provide low-latency services between mobile users and the cloud. However, fog devices may encounter security challenges as a result of the fog nodes being close to the end users and having limited computing ability. Traditional network attacks may destroy the system of fog nodes. Intrusion detection system (IDS) is a proactive security protection technology and can be used in the fog environment. Although IDS in tradition network has been well investigated, unfortunately directly using them in the fog environment may be inappropriate. Fog nodes produce massive amounts of data at all times, and, thus, enabling an IDS system over big data in the fog environment is of paramount importance. In this study, we propose an IDS system based on decision tree. Firstly, we propose a preprocessing algorithm to digitize the strings in the given dataset and then normalize the whole data, to ensure the quality of the input data so as to improve the efficiency of detection. Secondly, we use decision tree method for our IDS system, and then we compare this method with Naïve Bayesian method as well as KNN method. Both the 10% dataset and the full dataset are tested. Our proposed method not only completely detects four kinds of attacks but also enables the detection of twenty-two kinds of attacks. The experimental results show that our IDS system is effective and precise. Above all, our IDS system can be used in fog computing environment over big data. © 2018 Kai Peng et al.		Barium compounds; Bayesian networks; Computer crime; Decision trees; Fog; Fog computing; Intrusion detection; Network security; Trees (mathematics); Bayesian methods; Computing abilities; Computing environments; Decision tree method; Intrusion Detection Systems; Pre-processing algorithms; Proactive security; Security challenges; Big data
A detection and prevention technique for man in the middle attack in fog computing	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058295551&doi=10.1016%2fj.procs.2018.10.125&partnerID=40&md5=428d56af561dedd4a4326eb1485609ed	Due to the large number of IoT devices available, data needed to be processed by cloud service providers has grown exponentially. This leads to increase in the latency of cloud services and by extension latency in many IoT applications. To reduce this latency, computing devices are installed at the edge of the network close to the user. These devices are called ?Fog Nodes'. They allow the user to process some data without going all the way to the data center. While the data centers are equipped with abundant resources (i.e. processors, energy and memory), the fog devices are not. This means traditional techniques for preventing intrusion are not applicable at the fog level, because they will incur more latency and/or energy consumption. Therefore, there is a need for low resource demanding, yet strong security system that will protect the fog layer from being attacked. This paper proposes an Intrusion Detection System (IDS) and Intrusion Prevention System (IPS) for Man in the Middle (MitM) attack at the fog layer. The IDS consists of IDS nodes that periodically interrogate nodes one hop away. The IPS uses lightweight encryption to prevent Man in the Middle attack and its variants (i.e. Eavesdropping, Packet Modification and Wormhole attack). © 2018 The Authors. Published by Elsevier Ltd.	Fog Computing; Intrusion Detection System; Intrusion Prevention System; Man in the Middle Attack; Network Security	Computer crime; Cryptography; Distributed database systems; Energy utilization; Fog; Internet of things; Intrusion detection; Network security; Security systems; Cloud service providers; Intrusion Detection Systems; Intrusion prevention systems; Lightweight encryption; Man in the middle attacks; Man-In-The-Middle (MITM) Attack; Prevention techniques; Traditional techniques; Fog computing
Sample selected extreme learning machine based intrusion detection in fog computing and MEC	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048854265&doi=10.1155%2f2018%2f7472095&partnerID=40&md5=ace4351f9524c890f026ced5c7b90e65	"Fog computing, as a new paradigm, has many characteristics that are different from cloud computing. Due to the resources being limited, fog nodes/MEC hosts are vulnerable to cyberattacks. Lightweight intrusion detection system (IDS) is a key technique to solve the problem. Because extreme learning machine (ELM) has the characteristics of fast training speed and good generalization ability, we present a new lightweight IDS called sample selected extreme learning machine (SS-ELM). The reason why we propose ""sample selected extreme learningmachine"" is that fog nodes/MEC hosts do not have the ability to store extremely large amounts of training data sets.Accordingly, they are stored, computed, and sampled by the cloud servers.Then, the selected sample is given to the fog nodes/MEC hosts for training. This design can bring down the training time and increase the detection accuracy. Experimental simulation verifies that SS-ELM performs well in intrusion detection in terms of accuracy, training time, and the receiver operating characteristic (ROC) value. Copyright © 2018 Xingshuo An et al."		Fog; Intrusion detection; Knowledge acquisition; Learning systems; Network security; Detection accuracy; Experimental simulations; Extreme learning machine; Generalization ability; Intrusion Detection Systems; Large amounts; Receiver operating characteristics; Training speed; Fog computing
A Novel Differential Game Model-Based Intrusion Response Strategy in Fog Computing	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051591685&doi=10.1155%2f2018%2f1821804&partnerID=40&md5=375991c8d331d514bca98dc18b8a72ff	Fog computing is an emerging network paradigm. Due to its characteristics (e.g., geo-location and constrained resource), fog computing is subject to a broad range of security threats. Intrusion detection system (IDS) is an essential security technology to deal with the security threats in fog computing. We have introduced a fog computing IDS (FC-IDS) framework in our previous work. In this paper, we study the optimal intrusion response strategy in fog computing based on the FC-IDS scheme proposed in our previous work. We postulate the intrusion process in fog computing and describe it with a mathematical model based on differential game theory. According to this model, the optimal response strategy is obtained corresponding to the optimal intrusion strategy. Theoretical analysis and simulation results demonstrate that our security model can effectively stabilize the intrusion frequency of the invaders in fog computing. © 2018 Xingshuo An et al.		Computation theory; Computer games; Fog; Game theory; Intrusion detection; Network security; Security systems; Analysis and simulation; Constrained resources; Differential game models; Differential game theory; Intrusion Detection Systems; Intrusion frequency; Intrusion response; Security technology; Fog computing
Enhancing intelligent alarm reduction for distributed intrusion detection systems via edge computing	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049782046&doi=10.1007%2f978-3-319-93638-3_44&partnerID=40&md5=ea47e8711b1a5d3d7e80e47dba397e9d	To construct an intelligent alarm filter is a promising solution to help reduce false alarms for an intrusion detection system (IDS), in which an appropriate algorithm can be selected in an adaptive way. Taking the advantage of cloud computing, the process of algorithm selection can be offloaded to the cloud, but it may cause communication delay and additional burden on the cloud side. This issue may become worse when it comes to distributed intrusion detection systems (DIDSs), i.e., some IoT applications might require very short response time and most of the end nodes in IoT are energy constrained things. In this paper, with the advent of edge computing, we propose a framework for improving the intelligent false alarm reduction for DIDSs based on edge computing devices (i.e., the data can be processed at the edge for shorter response time and could be more energy efficient). The evaluation shows that the proposed framework can help reduce the workload for the central server and shorten the delay as compared to the similar studies. © Springer International Publishing AG, part of Springer Nature 2018.	Cloud computing; Distributed environment; Edge computing; Intelligent false alarm filtration; Intrusion detection	Alarm systems; Cloud computing; Computer crime; Edge computing; Energy efficiency; Errors; Internet of things; Network security; Response time (computer systems); Algorithm selection; Communication delays; Distributed environments; Distributed intrusion detection systems; False alarm reductions; False alarms; Intrusion Detection Systems; Short response time; Intrusion detection
A cloud/edge computing streaming system for network traffic monitoring and threat detection	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050800014&doi=10.1504%2fIJSN.2018.093556&partnerID=40&md5=3b528968866347750dde4ae880fe0f60	Abstract: The unyielding trend of increasing cyber threats has made cyber security paramount in protecting personal and private intellectual property. To provide a highly secured network environment, network threat detection systems must handle real-time big data from varied places in enterprise networks. In this paper, we introduce a streaming-based threat detection system that can rapidly analyse highly intensive network traffic data in real-time, utilising streaming-based clustering algorithms to detect abnormal network activities. The developed system integrates the high-performance data analysis capabilities of Flume, Spark and Hadoop into a cloud-computing environment to provide network monitoring and intrusion detection. Our performance evaluation validates that the developed system can cope with a significant volume of streaming data in a high detection accuracy and good system performance. We further extend our system for edge computing and discuss some key challenges, as well as some potential solutions, aiming to improve the scalability of our system. Copyright © 2018 Inderscience Enterprises Ltd.	Big network data analysis; Cloud computing; Edge computing; Network traffic monitoring; Streaming analysis; Threat detection	Cloud computing; Clustering algorithms; Edge computing; Information analysis; Intrusion detection; Real time systems; Analysis capabilities; Cloud computing environments; Enterprise networks; Network data; Network environments; Network traffic monitoring; Threat detection; Threat detection system; Computer networks
Fog-Assisted SDN Controlled Framework for Enduring Anomaly Detection in an IoT Network	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057853530&doi=10.1109%2fACCESS.2018.2884293&partnerID=40&md5=927c61f120ac844ab00a8cf1b6bd9121	Extensive adoption of intelligent devices with ubiquitous connectivity has increased Internet of Things (IoT) traffic tremendously. The smart devices promise to improve human life through improved safety and security through the implementation of intelligent transportation systems, optimization of power grids, and applications in human health. Devices produce a large amount of data for analytic applications running inside a cloud infrastructure. Unlike core networks, the main objective of an attack on an IoT network is to disrupt the availability of IoT data for the applications by overwhelming devices with information requests. Detection of such an attack cannot be done either in the cloud where the analytical application runs nor on the IoT device itself due to its limited computational resources. Furthermore, the standard networking paradigm does not provide an easy way to instrument and control networking nodes, for an effective mitigation of identified threats. In this paper, we propose a fog-assisted software defined networking (SDN) driven intrusion detection/prevention system (IDPS) for IoT networks. A collocated fog computational arrangement with IoT network equips proposed IDPS for timely identification of various attack models in near real time for effective neutralization of threats using SDN control. We have found our approach more effective from traditional techniques of intrusion detection in the IoT network. © 2013 IEEE.	anomaly; fog; intrusion detection; IoT; machine learning; network security; SDN	Computer crime; Edge detection; Electric power transmission networks; Entropy; Feature extraction; Fog; Fog computing; Intelligent systems; Intrusion detection; Learning systems; Network security; Analytical applications; Anomaly; Computational resources; Image edge detection; Intelligent transportation systems; Internet of Things (IOT); Intrusion detection/prevention systems; Software defined networking (SDN); Internet of things
Securing cloud by mitigating insider data theft attacks with decoy technology using Hadoop	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047856614&doi=10.14419%2fijet.v7i2.31.13407&partnerID=40&md5=1882bcc94adc67c572c7440c40d06ce9	Cloud Computing has been intrinsically changing the way we utilize computers to keep and retrieve our personal & business data. With the advent of this emerging paradigm of computing, it arises the new security challenges. Existent cryptographic data security techniques i.e., encryption deteriorated in preventing data theft attacks once the key is compromised, especially those perpetrated by insiders. Cloud Security Alliance reckoned this threat as a significant danger of Cloud Computing. Although the majority of Cloud users are very much known of this risk, they are leftover with the only choice of trusting the cloud service provider, regards to their data protection. In this paper, we propose an alternate way to secure data on the cloud which is more efficient and secure by the concoction of user profile mapping using Hadoop framework and offensive decoy technology. © 2018 Authors.	Big data processing; Cluster computing; Data access; Data security; Decoy; Fog computing; Hadoop; Intrusion detection; Machine learning; Malicious insider; Multi-clouds; Naïve bayes; User profiling	
Leveraging LSTM Networks for Attack Detection in Fog-to-Things Communications	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053460536&doi=10.1109%2fMCOM.2018.1701270&partnerID=40&md5=c4f7e3c89ae404549575cd1c10f7c87e	The evolution and sophistication of cyber-attacks need resilient and evolving cybersecurity schemes. As an emerging technology, the Internet of Things (IoT) inherits cyber-attacks and threats from the IT environment despite the existence of a layered defensive security mechanism. The extension of the digital world to the physical environment of IoT brings unseen attacks that require a novel lightweight and distributed attack detection mechanism due to their architecture and resource constraints. Architecturally, fog nodes can be leveraged to offload security functions from IoT and the cloud to mitigate the resource limitation issues of IoT and scalability bottlenecks of the cloud. Classical machine learning algorithms have been extensively used for intrusion detection, although scalability, feature engineering efforts, and accuracy have hindered their penetration into the security market. These shortcomings could be mitigated using the deep learning approach as it has been successful in big data fields. Apart from eliminating the need to craft features manually, deep learning is resilient against morphing attacks with high detection accuracy. This article proposes an LSTM network for distributed cyber-attack detection in fog-to-things communication. We identify and analyze critical attacks and threats targeting IoT devices, especially attacks exploiting vulnerabilities of wireless communications. The conducted experiments on two scenarios demonstrate the effectiveness and efficiency of deeper models over traditional machine learning models. © 1979-2012 IEEE.		Big data; Computer crime; Crime; Deep learning; Feature extraction; Fog; Internet of things; Intrusion detection; Learning algorithms; Network security; Scalability; Wireless telecommunication systems; Distributed attack detection; Effectiveness and efficiencies; Emerging technologies; Feature engineerings; Internet of thing (IOT); Machine learning models; Physical environments; Wireless communications; Long short-term memory
11th International Conference on Cloud Computing, CLOUD 2018 Held as Part of the Services Conference Federation, SCF 2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049316529&partnerID=40&md5=783c06ac3176f9ecb0e1a57575e53705	The proceedings contain 29 papers. The special focus in this conference is on Cloud Computing. The topics include: Pricing Cloud Resource Based on Reinforcement Learning in the Competing Environment; an Effective Offloading Trade-Off to Economize Energy and Performance in Edge Computing; implementation and Comparative Evaluation of an Outsourcing Approach to Real-Time Network Services in Commodity Hosted Environments; identity and Access Management for Cloud Services Used by the Payment Card Industry; network Anomaly Detection and Identification Based on Deep Learning Methods; a Feedback Prediction Model for Resource Usage and Offloading Time in Edge Computing; cuCloud: Volunteer Computing as a Service (VCaaS) System; cloudsStorm: An Application-Driven Framework to Enhance the Programmability and Controllability of Cloud Virtual Infrastructures; A RESTful E-Governance Application Framework for People Identity Verification in Cloud; mitigating Multi-tenant Interference in Continuous Mobile Offloading; a Novel Anomaly Detection Algorithm Based on Trident Tree; framework for Management of Multi-tenant Cloud Environments; Fault Tolerant VM Consolidation for Energy-Efficient Cloud Environments; Over-Sampling Algorithm Based on VAE in Imbalanced Classification; a Two-Stage Data Processing Algorithm to Generate Random Sample Partitions for Big Data Analysis; an Improved Measurement of the Imbalanced Dataset; a Big Data Analytical Approach to Cloud Intrusion Detection; context Sensitive Efficient Automatic Resource Scheduling for Cloud Applications; a Case Study on Benchmarking IoT Cloud Services; a Comprehensive Solution for Research-Oriented Cloud Computing; dynamic Selecting Approach for Multi-cloud Providers; teleporting Failed Writes with Cache Augmented Data Stores; 2-Hop Eclipse: A Fast Algorithm for Bandwidth-Efficient Data Center Switching.		
9th International Conference on Mobile Networks and Management, MONAMI 2017	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047469735&partnerID=40&md5=26134f240d5c24d1970150b6cc52246d	The proceedings contain 30 papers. The special focus in this conference is on Mobile Networks and Management. The topics include: A robust contactless fingerprint enhancement algorithm; designing anomaly detection system for cloud servers by frequency domain features of system call identifiers and machine learning; A variant of BLS signature scheme with tight security reduction; quantum authentication scheme based on fingerprint-encoded graph states; cooperative information security/cybersecurity curriculum development; an energy saving mechanism based on vacation queuing theory in data center networks; homomorphic evaluation of database queries; a cache-aware congestion control for reliable transport in wireless sensor networks; a new lightweight mutual authentication protocol to secure real time tracking of radioactive sources; Persistent vs service IDs in android: Session fingerprinting from apps; fog computing as a critical link between a central cloud and iot in support of fast discovery of new hydrocarbon reservoirs; performance assessment of cloud migrations from network and application point of view; a cloud service enhanced method supporting context-aware applications; application of 3D delaunay triangulation in fingerprint authentication system; the public verifiability of public key encryption with keyword search; malicious bitcoin transaction tracing using incidence relation clustering; cryptanalysis of salsa and ChaCha: Revisited; cloudShare: Towards a cost-efficient and privacy-preserving alliance cloud using permissioned blockchains; Probability risk identification based intrusion detection system for SCADA systems; Anonymizing k-NN classification on mapreduce; towards developing network forensic mechanism for botnet activities in the IoT based on machine learning techniques; a cancellable ranking based hashing method for fingerprint template protection.		
IoTBDS 2018 - Proceedings of the 3rd International Conference on Internet of Things, Big Data and Security	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052501865&partnerID=40&md5=c47451f6a7a3086bfa507decc725f272	The proceedings contain 36 papers. The topics discussed include: smart connected digital factories: unleashing the power of Industry 4.0 and the industrial internet; unbalanced data classification in fraud detection by introducing a multidimensional space analysis; detecting anomalies in device event data in the IoT; how little is enough? implementation and evaluation of a lightweight secure firmware update process for the internet of things; a performance exploration of architectural options for a middleware for decentralised lightweight edge cloud architectures; hidden within a group of people - mental models of privacy protection; fault-tolerant scheduling for scientific workflow with task replication method in cloud; a decision framework for blockchain platforms for IoT and edge computing; trustworthy privacy policy translation in untrusted IoT environments; energy-efficient service function chain provisioning in multi-domain networks; intrusion detection and prevention with internet-integrated CoAP sensing applications; a reference architecture for the IoT services' adaptability - using agents to make IoT services dynamically reconfigurable; parallel privacy-preserving record linkage using lsh-based blocking; access rules enhanced by dynamic IIoT context; internet of things middleware: how suitable are service-oriented architecture and resource-oriented architecture; towards combining reactive and proactive cloud elasticity on running HPC applications; and exploring big data clustering algorithms for internet of things applications.		
4th International Conference on Cloud Computing and Security, ICCCS 2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061239195&partnerID=40&md5=e20edc8e0e78a6b9d696356669b5eb66	The proceedings contain 386 papers. The special focus in this conference is on Cloud Computing and Security. The topics include: Medical information access control method based on weighted information entropy; Modeling and analysis of a hybrid authentication protocol for VANET; modeling and data analysis of the balise system; network attack prediction method based on threat intelligence; network security situation assessment approach based on attack-defense stochastic game model; preservation mechanism of electronic record based on erasure code and multi copies in cloud storage; privacy-preserved prediction for mobile application adoption; privacy-preserving credit scoring on cloud; qs-code: A quasi-systematic erasure code with partial security for cloud storage; dynamic risk access control model for cloud platform; research and application of traceability model for agricultural products; research on risk aversion enterprise financial crisis warning based on support vector data description; research on trust management model in cloud manufacturing; resource allocation based on reverse auction algorithm in edge computing environment; RITS: Real-time interactive text steganography based on automatic dialogue model; Searchable encryption scheme based on CPABE with attribute update in a cloud medical environment; secure file storage system among distributed public clouds; security strategy of campus network data center in cloud environment; SLIDE: An efficient secure linguistic steganography detection protocol; Study on the development of U.S. intercontinental alliance clean renewable energy based on CA-DEA model; efficient multiparty quantum secret sharing scheme in high-dimensional system; SU-IDS: A semi-supervised and unsupervised framework for network intrusion detection; using blockchain for data auditing in cloud storage.		
4th International Conference on Cloud Computing and Security, ICCCS 2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054878104&partnerID=40&md5=0051bc65a44b28ad18378e54eef3244e	The proceedings contain 386 papers. The special focus in this conference is on Cloud Computing and Security. The topics include: Medical information access control method based on weighted information entropy; Modeling and analysis of a hybrid authentication protocol for VANET; modeling and data analysis of the balise system; network attack prediction method based on threat intelligence; network security situation assessment approach based on attack-defense stochastic game model; preservation mechanism of electronic record based on erasure code and multi copies in cloud storage; privacy-preserved prediction for mobile application adoption; privacy-preserving credit scoring on cloud; qs-code: A quasi-systematic erasure code with partial security for cloud storage; dynamic risk access control model for cloud platform; research and application of traceability model for agricultural products; research on risk aversion enterprise financial crisis warning based on support vector data description; research on trust management model in cloud manufacturing; resource allocation based on reverse auction algorithm in edge computing environment; RITS: Real-time interactive text steganography based on automatic dialogue model; Searchable encryption scheme based on CPABE with attribute update in a cloud medical environment; secure file storage system among distributed public clouds; security strategy of campus network data center in cloud environment; SLIDE: An efficient secure linguistic steganography detection protocol; Study on the development of U.S. intercontinental alliance clean renewable energy based on CA-DEA model; efficient multiparty quantum secret sharing scheme in high-dimensional system; SU-IDS: A semi-supervised and unsupervised framework for network intrusion detection; using blockchain for data auditing in cloud storage.		
4th International Conference on Cloud Computing and Security, ICCCS 2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054816354&partnerID=40&md5=52f48b94b1c433f6ec531a9549d7ad49	The proceedings contain 386 papers. The special focus in this conference is on Cloud Computing and Security. The topics include: Medical information access control method based on weighted information entropy; Modeling and analysis of a hybrid authentication protocol for VANET; modeling and data analysis of the balise system; network attack prediction method based on threat intelligence; network security situation assessment approach based on attack-defense stochastic game model; preservation mechanism of electronic record based on erasure code and multi copies in cloud storage; privacy-preserved prediction for mobile application adoption; privacy-preserving credit scoring on cloud; qs-code: A quasi-systematic erasure code with partial security for cloud storage; dynamic risk access control model for cloud platform; research and application of traceability model for agricultural products; research on risk aversion enterprise financial crisis warning based on support vector data description; research on trust management model in cloud manufacturing; resource allocation based on reverse auction algorithm in edge computing environment; RITS: Real-time interactive text steganography based on automatic dialogue model; Searchable encryption scheme based on CPABE with attribute update in a cloud medical environment; secure file storage system among distributed public clouds; security strategy of campus network data center in cloud environment; SLIDE: An efficient secure linguistic steganography detection protocol; Study on the development of U.S. intercontinental alliance clean renewable energy based on CA-DEA model; efficient multiparty quantum secret sharing scheme in high-dimensional system; SU-IDS: A semi-supervised and unsupervised framework for network intrusion detection; using blockchain for data auditing in cloud storage.		
4th International Conference on Cloud Computing and Security, ICCCS 2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053920764&partnerID=40&md5=718bec85db2998ff289917a0516b9b6a	The proceedings contain 386 papers. The special focus in this conference is on Cloud Computing and Security. The topics include: Medical information access control method based on weighted information entropy; Modeling and analysis of a hybrid authentication protocol for VANET; modeling and data analysis of the balise system; network attack prediction method based on threat intelligence; network security situation assessment approach based on attack-defense stochastic game model; preservation mechanism of electronic record based on erasure code and multi copies in cloud storage; privacy-preserved prediction for mobile application adoption; privacy-preserving credit scoring on cloud; qs-code: A quasi-systematic erasure code with partial security for cloud storage; dynamic risk access control model for cloud platform; research and application of traceability model for agricultural products; research on risk aversion enterprise financial crisis warning based on support vector data description; research on trust management model in cloud manufacturing; resource allocation based on reverse auction algorithm in edge computing environment; RITS: Real-time interactive text steganography based on automatic dialogue model; Searchable encryption scheme based on CPABE with attribute update in a cloud medical environment; secure file storage system among distributed public clouds; security strategy of campus network data center in cloud environment; SLIDE: An efficient secure linguistic steganography detection protocol; Study on the development of U.S. intercontinental alliance clean renewable energy based on CA-DEA model; efficient multiparty quantum secret sharing scheme in high-dimensional system; SU-IDS: A semi-supervised and unsupervised framework for network intrusion detection; using blockchain for data auditing in cloud storage.		
4th International Conference on Cloud Computing and Security, ICCCS 2018	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053872897&partnerID=40&md5=6c05e99ef56775480570d23aa2345b9a	The proceedings contain 386 papers. The special focus in this conference is on Cloud Computing and Security. The topics include: Medical information access control method based on weighted information entropy; Modeling and analysis of a hybrid authentication protocol for VANET; modeling and data analysis of the balise system; network attack prediction method based on threat intelligence; network security situation assessment approach based on attack-defense stochastic game model; preservation mechanism of electronic record based on erasure code and multi copies in cloud storage; privacy-preserved prediction for mobile application adoption; privacy-preserving credit scoring on cloud; qs-code: A quasi-systematic erasure code with partial security for cloud storage; dynamic risk access control model for cloud platform; research and application of traceability model for agricultural products; research on risk aversion enterprise financial crisis warning based on support vector data description; research on trust management model in cloud manufacturing; resource allocation based on reverse auction algorithm in edge computing environment; RITS: Real-time interactive text steganography based on automatic dialogue model; Searchable encryption scheme based on CPABE with attribute update in a cloud medical environment; secure file storage system among distributed public clouds; security strategy of campus network data center in cloud environment; SLIDE: An efficient secure linguistic steganography detection protocol; Study on the development of U.S. intercontinental alliance clean renewable energy based on CA-DEA model; efficient multiparty quantum secret sharing scheme in high-dimensional system; SU-IDS: A semi-supervised and unsupervised framework for network intrusion detection; using blockchain for data auditing in cloud storage.		
2017 1st Cyber Security in Networking Conference, CSNet 2017	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051217467&partnerID=40&md5=fa8bd0ec06ca2fa46939dba07ee45110	The proceedings contain 26 papers. The topics discussed include: dynSMAUG: a dynamic security management framework driven by situations; side-channels beyond the cloud edge: new isolation threats and solutions; a ranking based privilege model for privacy in location based services; BotGM: unsupervised graph mining to detect Botnets in traffic flows; Bitcoin transaction: from the creation to validation, a protocol overview; a fake timing attack against behavioural tests used in embedded IoT M2M communications; a cooperative approach for a global intrusion detection system for internet service providers; an approach for secure edge computing in the Internet of Things; BotHook: an option against cyberpedophilia; magic always comes with a price: utility versus security for bank cards; WIDIP: wireless distributed IPS for DDoS attacks; describing advanced persistent threats using a multi-agent system approach; secure and resilient scheme for data protection in unattended wireless sensor networks; collecting and characterizing a real broadband access network traffic dataset; a lightweight IoT security protocol; and a cooperation-aware virtual network function for proactive detection of distributed port scanning.		
Intrusion detection systems (IDS) & future challenges in cloud based environment	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043583913&doi=10.1109%2fICISIM.2017.8122180&partnerID=40&md5=f7a54fe8a3261e25adb2b3ae4280af66	Cloud computing is an attention grabbing service model as a result of it reduces investment as its prices are in guide corresponding to use and request. Due to economic and technical edges it offers, Cloud computing has recently obtained major acceptance. However, as a result of the conveyed nature of distributed computing situations, its significant asset total, wide client get to, conservative and customized sharing of assets change gatecrashers to utilize cloud for his or her benefit. Crucial applications are getting additional associated with the web for cost-effectiveness and quantifiable causes; however this leaves them receptive attack. Most systems these days don't seem to be designed in contact up subtle attacks; an attacker who is ready to compromise one machine usually gains the facility to require down the complete system. To fight intruders, variety of security solution for cloud situations executes Intrusion Detection Systems (IDS). Be that as it may, most IDS arrangements are wrong for cloud conditions, because of numerous issues. During this paper, Intrusion Detection Systems (IDS) and also the varied associated difficulties of threats is given which supplies direction for future researchers in terms of IDS for Cloud computing setting. © 2017 IEEE.	Anomaly detection; Attacks; Attacks; Big data; Cloud computing security; Data security; Insider attacks; Intrusion detection; Malicious insider	Big data; Cloud computing; Computer crime; Cost effectiveness; Distributed computer systems; Edge computing; Information management; Intelligent systems; Mercury (metal); Network security; Security of data; Anomaly detection; Attacks; Cloud computing securities; Insider attack; Malicious insiders; Intrusion detection
Proceedings - 2017 IEEE 42nd Conference on Local Computer Networks Workshops, LCN Workshops 2017	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040552337&partnerID=40&md5=00801f2801244b7a8ffd617ca9602bcb	The proceedings contain 26 papers. The topics discussed include: REAPer - adaptive micro-source energy-harvester for wireless sensor nodes; automating human motor performance ability testing: the case of backward step detection; WHISPER: wirelessly synchronized distributed audio sensor platform; an optical-camera complement to a PIR sensor array for intrusion detection and classfication in an outdoor environment; mobile data collection from sensor networks with range-dependent data rates; vehicular speed learning in the future smart-cities' paradigm; selection of energy efficient routing protocol for irrigation enabled by wireless sensor network; QoS-oriented adaptation management in networked multi-vehicle cruise control systems; users on the move: on relationships between QoE ratings, data volumes and intentions to churn; defending against intrusion of malicious UAVs with networked UAV defense swarms; security and privacy in the internet of medical things: taxonomy and risk assessment; AZSPM: autonomic zero-knowledge security provisioning model for medical control systems in fog computing environments; sphere in a box: practical and scalable EurValve activity monitoring smart home kit; load aware routing in wireless mesh networks: which is the right metric?; a time sharing based approach to accommodate similar gain users in NOMA for 5G networks; algorithm for trust based policy hidden communication in the Internet of Things; and I-DTMC: an integrated-discrete time Markov chain model for performance analysis in future WLANs.		
A framework for improving network resilience using SDN and fog nodes	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040508755&doi=10.1109%2fRNDM.2017.8093036&partnerID=40&md5=2d9269091c666df93f8bd5e864de835a	The IoT (Internet of Things) is one of the primary reasons for the massive growth in the number of connected devices to the Internet, thus leading to an increased volume of traffic in the core network. Fog and edge computing are becoming a solution to handle IoT traffic by moving timesensitive processing to the edge of the network, while using the conventional cloud for historical analysis and long-term storage. Providing processing, storage, and network communication at the edge network are the aim of fog computing to reduce delay, network traffic, and decentralise computing. In this paper, we define a framework that realises fog computing that can be extended to install any service of choice. Our framework utilises fog nodes as an extension of the traditional switch to include processing, networking, and storage. The fog nodes act as local decision-making elements that interface with software-defined networking (SDN), to be able to push updates throughout the network. To test our framework, we develop an IP spoofing security application and ensure its correctness through multiple experiments. © 2017 IEEE.	Cloud and fog computing; Future Internet; Intrusion detection; IoT; IP spoofing; Mininet network simulator; Network security; OpenFlow; OpenFog; Resilience; SDN; Survivability	Decision making; Fog; Internet of things; Internet protocols; Intrusion detection; Network security; Future internet; IP spoofing; Network simulators; Openflow; OpenFog; Resilience; Survivability; Distributed computer systems
